LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
80000,1,3,1,30,5,5,4,3,5,5,13768,10292,10947,7780,6764,6734,6986,2261,823,3608,724,1606,1
300000,2,2,1,36,-1,-1,-1,0,-1,-1,112109,91301,72535,58231,53247,37310,90049,78100,34728,27148,32752,5510,0
100000,1,2,1,61,0,0,-1,0,0,0,23535,21069,19109,20486,17465,20733,8271,6839,8146,9131,11478,11753,1
80000,1,2,2,27,-1,0,-1,-1,-1,-1,34715,32908,38057,33005,35880,38340,17508,22928,17002,21296,8521,19326,0
1000000,1,3,1,35,5,3,7,3,5,6,145810,179156,163083,185102,143764,135548,17440,49995,86184,59574,82259,80727,0
20000,1,2,2,52,0,0,-1,-1,-1,0,5741,6304,6162,5563,6119,6195,607,5342,3648,2090,4328,1206,0
500000,2,2,1,65,-1,-1,-1,-1,-1,-1,180558,158760,141576,159378,157133,150943,99756,114756,104544,135205,29357,99013,0
80000,2,1,1,35,3,2,6,5,2,4,12794,14558,14490,14994,10723,11041,1308,3647,6321,3904,4887,7641,1
80000,2,2,2,61,1,3,1,0,0,-1,17760,15435,20392,20348,27940,29287,13986,3809,10622,10020,22183,16114,0
300000,1,1,1,35,0,-1,0,0,2,0,69479,67819,65623,68461,68377,76266,11151,41458,35517,47568,9829,51571,0
80000,2,2,2,37,1,2,1,0,-1,-1,52103,50607,44967,36357,34048,44742,23354,6005,38970,13093,27142,34833,1
80000,1,2,2,56,1,-1,-1,0,0,-1,30518,27911,26151,21323,20345,19173,9621,16042,21002,13349,8606,5214,0
50000,2,2,2,61,5,3,0,1,0,3,5039,5173,5913,7085,5700,5382,3191,3303,3995,4795,2247,1928,0
150000,2,1,1,35,4,6,2,2,2,0,79811,82503,112047,95548,98931,100188,54949,19374,30858,31180,53353,36845,1
100000,2,2,2,43,-1,-1,-1,-1,-1,-1,38205,33363,25932,26346,26395,19585,27964,11032,13401,10887,5560,3925,0
30000,2,2,1,25,-1,0,-1,0,-1,-1,8032,10410,12588,14134,14506,15200,6129,5275,9203,3273,12317,9324,0
150000,2,1,2,31,0,3,-1,-1,0,0,63068,60125,64024,58919,66466,58845,50051,24781,31281,21581,17541,7351,0
150000,2,1,2,64,0,-1,-1,-1,0,-1,14975,21786,23741,27178,24156,23402,8693,10743,9739,24384,18045,20418,0
80000,2,2,1,31,-1,-1,1,-1,-1,-1,15831,14293,16951,14156,14457,11761,10709,10948,2898,9571,3394,9168,0
10000,2,1,2,25,2,0,1,-1,3,1,4996,6038,5907,7221,7431,6661,1495,2559,1305,4504,2990,4290,0
80000,2,2,2,37,4,3,4,0,1,6,7682,7866,8854,9358,8909,8353,4311,4708,4292,1470,1779,5069,1
10000,2,2,1,30,0,-1,1,-1,0,-1,3218,2334,2609,2689,2896,2221,2150,809,814,1102,954,1078,0
20000,2,3,2,63,0,1,-1,-1,-1,-1,5861,4749,6128,6662,6858,7818,5185,790,2227,1317,6170,2718,1
80000,2,2,2,23,-1,-1,-1,-1,-1,-1,11592,11949,13998,12791,12221,9371,6478,5583,2220,3504,5306,3689,0
20000,2,3,2,56,4,3,1,6,3,0,4677,4582,5347,6065,7080,8006,2360,1093,1336,3842,4174,2487,1
50000,1,3,2,61,0,1,-1,0,0,3,27360,30183,29524,36924,29980,41569,15075,25291,18907,30190,10231,28375,1
150000,1,2,2,53,0,0,1,-1,1,1,88251,89197,99712,108090,108106,96679,58681,61808,83939,46072,56925,80636,1
50000,2,1,2,52,0,2,-1,0,0,0,29749,23652,27937,33571,33633,24399,18590,17074,13434,26223,26617,18808,0
1000000,2,1,2,44,4,5,-1,5,0,3,279578,294640,241008,218479,265265,293996,130063,47732,131211,79346,149215,222200,0
300000,2,2,2,21,0,0,-1,3,0,1,181152,193838,199686,235512,273693,280221,29443,163799,51608,80293,219215,62973,1
100000,2,1,1,59,0,4,1,2,2,3,72384,75026,87736,95647,95377,110830,56819,23139,52987,34302,58849,76350,1
500000,2,1,2,66,-1,-1,-1,-1,3,-1,152988,181336,164024,172556,156344,189743,122801,55800,63245,122081,46538,96684,0
300000,2,1,1,38,-1,-1,-1,-1,1,-1,67565,68210,75093,63532,42382,43067,18656,17839,42772,53456,15533,37019,0
50000,2,1,2,40,-1,-1,-1,-1,0,-1,5258,6212,4839,5196,5903,5012,3834,4569,1097,1321,3046,3073,0
150000,2,1,1,29,-1,0,-1,-1,-1,0,59318,77485,86487,71547,72178,73763,26342,64624,66477,52493,56427,12833,0
30000,1,3,2,45,-1,-1,-1,-1,-1,-1,7166,6224,6490,5516,3933,3545,5826,4475,4166,935,1325,369,0
150000,2,1,2,24,3,3,1,2,5,3,41497,43681,41352,37032,30938,39593,3271,15217,18603,24991,16181,4117,0
80000,1,1,2,64,2,1,2,1,0,3,14234,13665,9209,8109,7703,7093,10057,1959,4024,2520,3298,4630,0
10000,2,3,2,64,-1,-1,0,0,0,1,3011,2481,2661,3291,3241,3777,1145,332,1609,1431,1330,2482,0
50000,2,2,2,53,1,-1,1,0,-1,-1,22517,25457,28907,31243,33099,42937,18615,14185,15566,14256,26319,30575,0
500000,2,3,3,21,0,1,1,0,-1,2,96788,100116,115585,127623,119781,111091,74650,43561,41610,74401,87253,70456,0
50000,1,3,2,66,2,1,1,1,1,-1,29451,26205,28444,23825,22802,19405,7059,17749,3560,15821,5563,10629,1
30000,2,2,2,69,1,3,3,2,3,3,1148,803,970,1020,1216,1334,349,227,556,315,407,219,0
30000,2,1,1,59,3,0,3,0,4,2,10110,8509,9050,8702,9113,8930,2652,6204,2578,6312,1973,3806,1
80000,2,3,1,69,-1,-1,-1,-1,-1,-1,40505,35012,39748,37918,26417,28567,21282,26543,7380,31680,16029,5121,0
200000,1,2,1,64,-1,0,-1,-1,0,-1,41475,40470,30975,35406,31443,36971,7632,24789,10857,10325,11928,12008,0
200000,2,1,1,33,0,-1,0,-1,-1,-1,101191,110009,120451,137234,159454,139091,71582,19435,106449,86856,111803,18016,0
80000,2,2,1,30,-1,-1,-1,-1,-1,-1,40268,41797,32960,28141,27651,29092,19591,11624,3804,11079,20497,25321,0
30000,1,1,1,62,-1,-1,-1,-1,-1,1,3387,2857,2432,2977,2157,2156,2756,1915,965,1862,394,1329,0
10000,2,1,1,57,-1,-1,-1,-1,-1,-1,3078,2783,2681,2897,3189,3768,1460,1639,885,1487,382,1216,0
80000,2,2,2,42,3,4,4,2,4,0,56153,69389,72560,53445,59998,53868,21169,30299,28872,12561,23494,20303,1
200000,2,1,2,62,0,-1,-1,-1,-1,-1,89810,76842,87313,82745,85504,86725,33634,13927,62140,49809,69054,42707,0
150000,2,1,2,65,-1,-1,1,0,0,1,35571,33086,31895,25600,30788,29872,26936,17619,5211,20422,20608,16677,0
80000,2,2,2,58,3,4,0,2,3,3,35674,45825,47026,62416,60069,44287,22943,29795,13382,11629,39542,28959,1
100000,2,1,2,39,-1,-1,-1,-1,0,-1,19430,18156,18767,19565,19666,20887,13670,14918,11912,11505,8584,13905,0
80000,2,3,1,64,0,1,0,1,3,0,19279,12568,11640,9724,9031,8646,11480,9240,7782,1235,7187,6521,0
100000,1,1,2,46,-1,0,-1,-1,-1,-1,39668,45954,34375,39057,38272,36249,18848,17538,29220,5105,7935,22768,0
100000,1,1,2,58,0,-1,0,0,2,-1,12143,13613,13534,12680,14157,13521,9957,8922,6180,2683,3174,3149,1
150000,2,3,2,57,2,0,0,-1,-1,-1,40906,40747,43274,41687,44141,38716,6034,27969,13419,19414,15549,24696,0
80000,1,1,3,43,2,1,3,1,4,4,22843,19581,18476,15873,16008,19003,6947,8334,11724,10890,10608,15490,1
500000,1,3,2,51,2,4,0,2,-1,1,221203,262855,317772,349810,366650,394774,118106,184673,188856,189701,131319,58875,0
80000,2,3,1,51,-1,3,2,3,1,1,9856,11988,11432,13134,14298,16384,3239,7242,8447,3221,4303,5661,0
10000,1,1,2,31,1,4,0,1,0,-1,4103,3991,4012,3363,3903,4607,2542,457,990,1476,3341,3663,0
50000,1,2,1,34,-1,-1,-1,-1,0,0,10078,8827,9546,8729,10355,11245,1360,1860,2548,5116,6933,5788,0
80000,2,1,2,40,1,-1,2,2,3,3,20124,24703,27347,27869,26610,28416,7141,18390,12380,21104,4660,18640,0
100000,1,3,1,22,1,-1,1,-1,-1,1,22496,18651,19821,20624,18086,19274,16392,14722,16008,8558,6431,5795,0
100000,2,4,2,44,0,-1,-1,-1,-1,0,19450,21078,21177,17239,15998,18267,11212,6424,2542,3019,3224,13974,0
150000,1,1,2,33,7,5,1,3,2,1,28815,37027,32401,29832,29994,31749,12751,10777,6256,4706,11903,21565,1
50000,2,3,1,56,0,0,1,2,0,0,12642,13776,14432,14440,15087,13116,8903,2058,5085,1629,4928,3274,0
150000,2,1,1,41,1,1,2,1,1,2,26547,25624,29463,27904,24300,21679,16637,5693,11444,7940,4438,4421,0
150000,2,2,2,22,3,1,0,2,0,0,71051,64544,76955,68275,65077,54769,47599,39997,28765,15580,38504,35750,1
80000,1,1,2,33,-1,-1,-1,0,1,-1,37839,39393,44617,53708,48410,63106,11062,24775,11628,24474,20865,29702,0
80000,2,1,1,68,-1,0,3,1,1,0,12396,10787,12247,12298,13420,17008,7521,4850,8565,6976,5233,4439,0
30000,1,2,1,58,-1,-1,-1,-1,-1,-1,18445,19179,20018,22007,21119,24969,5584,13445,11967,16979,11351,5246,0
80000,2,2,1,41,2,2,2,1,2,1,7864,8447,7266,6818,5357,4773,1161,5283,5794,3807,3268,3795,0
200000,1,1,2,24,3,5,4,7,5,0,17971,17044,17786,18442,15022,15071,9471,9734,5075,6468,10303,9756,0
300000,1,2,2,40,5,3,5,5,3,6,66838,57854,61767,51940,55918,39296,32610,28862,15131,19683,4870,18622,1
100000,1,3,1,67,-1,0,0,-1,0,-1,18711,18401,16450,16421,17446,14974,5630,15854,3623,8692,3642,8721,0
50000,1,2,2,63,-1,-1,-1,-1,-1,-1,23869,22215,24641,19494,18725,19787,17934,11926,6939,13366,3644,3135,0
150000,1,2,2,42,1,-1,-1,-1,-1,-1,82752,61853,52713,54014,52184,53806,49978,19759,46706,41310,16454,31623,1
150000,1,2,1,44,0,-1,-1,-1,-1,0,32482,28739,34708,36496,37483,39527,18077,21433,20897,4299,31857,31979,0
50000,2,3,2,41,-1,-1,0,-1,0,-1,10547,7940,8701,9395,8740,7762,1279,4768,6891,4495,3454,4435,0
200000,2,2,1,50,4,5,3,6,7,4,15395,13969,14410,13680,14022,14581,7813,8047,4171,8696,1487,3693,0
20000,2,2,3,67,1,1,0,4,1,-1,3668,3057,3119,3017,3713,4848,2020,2529,384,2621,739,2274,0
10000,1,1,1,55,6,3,5,0,1,2,3529,4108,4231,5364,4949,4497,947,1936,2502,2172,3495,1547,1
20000,1,3,1,59,0,2,1,2,4,3,2172,2324,1906,1785,1825,1650,888,1133,268,489,270,668,0
30000,2,2,2,35,3,0,1,1,0,0,13570,14083,11526,14577,11083,10441,9920,2721,3410,6667,5685,5669,0
300000,1,1,1,36,1,0,2,0,0,0,156692,173475,157512,174325,167810,151341,104963,64403,111051,57999,25757,91188,0
80000,2,3,2,69,-1,-1,-1,0,0,-1,7409,9200,9607,10928,14764,15417,5971,2527,2552,7126,12710,11134,0
50000,2,2,2,53,1,-1,2,2,1,3,21708,18359,23422,28757,29544,30472,11764,9828,17557,15330,6326,18533,1
80000,2,3,1,61,5,3,4,5,4,5,54730,64519,63642,70944,66161,66232,27761,5157,27907,8051,13036,29687,1
80000,2,1,1,39,1,0,2,1,1,0,49403,44120,35677,37712,34571,26013,29893,8010,31500,22062,3749,16708,0
50000,2,3,2,60,0,-1,-1,1,1,1,21802,25897,29073,30085,27471,21772,5034,4051,4653,10620,5595,8524,1
30000,2,3,3,26,-1,0,-1,-1,0,-1,8574,7238,7230,7538,9069,12157,7263,4615,5061,5215,5032,10633,0
150000,2,2,2,25,0,0,-1,-1,-1,0,67864,72054,58568,58503,60679,64121,41078,43257,17756,31235,45063,56656,1
30000,1,3,1,49,0,1,-1,-1,-1,-1,4619,5012,4242,3407,3500,3229,3142,2850,1611,1068,1695,2650,0
200000,2,2,1,44,3,4,3,1,2,5,107262,111067,131059,140865,142045,158274,12158,8389,60847,35105,42247,57537,0
30000,1,2,2,23,0,0,2,-1,1,0,3187,3263,3148,3578,3886,4226,1258,2395,1225,2726,3060,2096,0
150000,1,2,1,45,2,-1,-1,1,1,1,63615,54189,57475,71259,80629,77213,10049,41520,30072,25081,21628,33132,0
200000,2,2,2,67,2,2,2,0,2,3,32333,30440,23356,26552,31592,39228,9193,5837,11193,17550,15024,22857,1
20000,1,2,1,24,2,1,4,1,1,2,5636,6385,7612,8070,9129,10729,1850,1987,1252,4695,6366,3956,0
20000,2,3,2,24,1,0,1,1,0,1,5218,4776,4608,5562,5012,5536,1018,2109,1338,3074,1656,1844,0
500000,2,2,1,56,1,-1,1,0,2,1,187653,166939,155047,143157,151726,108186,36840,63577,89763,62823,88923,29639,0
80000,1,2,1,28,1,1,2,-1,3,0,39739,44899,53744,32173,35166,30960,21697,32745,23521,14242,8505,16528,1
150000,1,2,2,38,1,2,3,2,2,1,26125,23441,16818,18785,18839,14317,12816,2489,12216,7183,2167,2652,0
10000,2,2,1,28,0,-1,-1,-1,0,0,3450,3261,2295,2103,2198,1908,1364,2323,1357,478,1058,1329,1
50000,1,2,3,40,2,-1,1,0,-1,0,3414,4051,4820,3998,3931,4477,1372,1478,3969,487,1377,2862,0
80000,1,3,1,54,0,-1,-1,2,0,2,17458,15058,14791,16344,19628,21071,2991,12843,10413,10923,13607,3308,0
300000,2,3,2,52,3,2,2,3,0,1,30980,33000,33876,35723,34232,29637,6475,12588,24606,21540,8472,10685,0
50000,1,2,2,25,3,2,2,2,3,2,21123,17908,19143,12983,9995,9689,7084,5311,5743,4508,6359,6036,1
200000,1,1,3,51,-1,-1,2,2,0,-1,92801,81615,77124,87072,65680,35350,77895,52303,43868,76532,22179,4128,1
150000,2,2,2,65,-1,0,1,-1,1,-1,9138,8409,6696,7927,7848,7592,1316,3995,3342,3589,5293,4583,0
20000,1,2,2,62,3,5,4,6,4,5,1241,1273,909,944,941,1027,809,650,201,145,166,146,0
50000,2,1,2,64,3,1,1,1,0,1,15662,16743,19729,18257,17870,14807,6335,8508,5425,6851,6013,8482,1
50000,2,1,1,64,1,-1,-1,-1,-1,-1,22563,19873,20334,23677,23572,24809,8137,3842,4185,9958,15474,12181,0
80000,1,3,1,62,-1,-1,-1,-1,-1,-1,39187,38780,41115,33458,35197,37160,33157,11564,5166,17346,27164,19044,0
150000,1,2,2,45,-1,-1,1,-1,1,1,31014,27749,31875,29583,28044,31959,14711,7143,14184,15039,10613,15509,1
80000,2,3,2,39,2,3,0,3,2,4,20181,21510,15575,15484,20232,23752,7780,8030,3810,6718,10751,14085,0
50000,2,1,2,60,5,2,3,1,1,1,26024,25906,20678,22104,18320,17683,10574,11011,11159,3358,12033,2343,1
150000,2,4,1,35,2,-1,0,-1,0,-1,14785,14677,10563,8412,8098,8886,10696,11014,3450,1268,1878,5975,0
100000,1,2,1,51,1,3,1,5,2,1,50852,47025,50461,44724,32398,35779,14204,32000,36483,8657,4976,8918,1
100000,2,2,2,60,-1,0,1,3,-1,0,8554,11427,11863,10890,11343,13384,969,3307,10255,7803,8213,2964,0
100000,1,2,2,30,0,2,-1,1,1,0,23684,23170,23503,25839,29328,31959,13310,14904,6130,12802,11571,13094,0
30000,2,2,2,40,6,5,6,5,5,6,10860,10356,14514,13830,11175,11900,1811,3718,4204,3700,2624,760,1
150000,2,2,1,21,0,0,2,0,-1,-1,11904,13450,14415,13220,14288,15017,4737,4833,12441,9759,4098,7771,0
80000,2,1,2,59,2,-1,0,3,0,3,37076,47475,51396,37356,38548,33937,13438,10722,41486,9125,15732,24716,1
50000,2,2,1,26,2,0,0,0,1,1,23500,27167,23434,18715,20277,17712,11029,5820,8224,2135,3880,11704,1
30000,2,3,1,51,0,-1,-1,-1,-1,-1,14820,13663,12929,15182,15185,12414,12191,7413,10544,7544,12063,8681,0
100000,2,3,1,36,2,2,0,1,2,1,24590,26200,29976,34366,38423,49564,14311,10098,16109,18768,21310,9216,1
100000,2,3,1,66,2,0,0,0,1,-1,30732,28592,24358,18991,18153,19080,12751,4945,15060,10418,1880,10955,0
50000,1,2,1,41,0,0,0,1,0,-1,20927,21161,18391,19132,19348,14917,9626,15171,13025,7702,16206,6546,0
300000,2,2,1,43,0,2,-1,1,1,0,128840,132965,100772,91033,100436,116158,98944,104218,55918,36228,84869,76164,0
200000,2,3,2,52,-1,-1,1,-1,-1,-1,99423,97095,93095,77706,78906,72455,49101,11626,82576,10863,56682,61589,0
20000,1,2,1,59,2,1,2,0,0,3,5196,4928,4860,3959,4049,3574,3703,3624,3262,1994,2745,2525,0
150000,2,1,2,44,1,3,0,1,5,0,78651,74531,53287,53223,55303,64029,45460,41625,30094,19114,30430,23454,1
80000,2,2,1,51,-1,-1,-1,-1,-1,-1,26464,28875,30072,30826,27766,27510,10396,10324,5462,21477,24044,15545,0
1000000,2,1,1,65,1,0,1,-1,3,1,157795,191849,140141,157241,156371,134944,76370,77354,68575,132082,102592,77002,0
30000,1,1,1,62,7,3,5,0,0,0,3870,4156,4201,4273,3556,4100,1587,2876,1174,430,1158,555,0
50000,2,2,2,27,1,0,0,-1,0,0,19808,25800,23876,22772,21482,21538,17602,10854,6653,2635,13089,13996,0
80000,1,3,1,26,1,0,-1,3,-1,2,21567,18305,19368,22961,24766,25803,16386,8884,12374,20573,14203,16079,0
50000,1,1,1,25,1,1,1,0,0,0,12933,14108,17088,22674,21805,20525,4951,3674,7718,5427,9839,9773,0
150000,1,2,3,48,0,-1,0,-1,-1,0,51022,55053,65831,67068,76590,78570,14053,25005,14363,12831,54645,26075,0
80000,2,2,2,66,0,1,0,2,2,0,52504,46649,46693,49430,60275,53313,8546,38919,33844,40385,20933,9616,0
30000,2,3,2,23,-1,-1,0,-1,1,1,8417,7677,6775,5818,5727,5575,1272,5767,3116,1844,4741,3085,1
80000,2,2,1,29,0,0,1,0,0,1,4820,5033,4638,4311,4792,4422,3475,3861,3392,1792,984,1786,0
300000,1,2,2,47,-1,-1,0,3,0,0,56933,55852,53083,53934,44135,37418,39078,48006,29451,47659,31493,14925,0
200000,2,2,2,59,2,-1,-1,-1,1,0,76008,58757,53154,67011,65867,44700,24078,13987,25664,57763,46892,30860,0
80000,2,1,2,24,1,1,-1,2,1,0,8671,6455,6023,5985,5038,5805,5703,2214,4897,2877,2805,2749,0
50000,2,2,2,42,-1,-1,0,0,-1,-1,8738,10269,9877,6028,5984,6324,6633,8890,3277,5242,1140,5038,0
30000,1,2,1,37,-1,-1,-1,0,-1,-1,4776,5893,5882,6266,6588,7328,1414,5198,4232,2431,2548,3367,0
300000,1,2,1,32,-1,0,0,-1,-1,1,126601,117264,105966,103893,101613,110430,102932,85795,60821,78466,29372,90303,0
150000,1,2,1,34,-1,-1,-1,-1,-1,-1,75308,74587,91341,64719,66405,60565,11318,56194,24146,35401,32446,53935,0
100000,2,2,2,32,0,-1,-1,-1,0,-1,59312,60499,69007,76504,62699,65635,42550,26832,38008,47268,32733,42795,0
300000,2,1,1,30,-1,1,0,0,-1,-1,97521,90666,102549,95290,103022,86792,38370,14581,20256,13498,92144,57359,0
20000,2,1,2,64,-1,-1,-1,0,0,-1,11434,14026,14885,13768,11790,14695,4511,9676,12096,9024,5317,2293,0
150000,2,1,2,21,0,1,0,1,1,0,55917,63119,57459,53182,57182,50151,35860,9082,40171,18814,23558,6528,0
30000,1,3,1,48,2,3,4,3,4,2,14681,13682,13142,18911,16282,12342,2865,3725,9519,11367,2412,6642,0
20000,1,3,2,62,3,3,4,4,1,1,2178,2128,1499,1437,1467,1547,1213,481,442,878,937,731,0
80000,1,1,2,58,1,0,-1,-1,0,-1,54006,67793,62242,49726,60734,53655,23416,33599,45799,32463,44565,31494,0
80000,2,2,1,53,-1,-1,-1,-1,-1,-1,38406,45064,43066,36388,39760,31737,8397,12829,11603,25069,9855,11212,0
500000,2,2,2,47,-1,-1,-1,-1,-1,-1,116981,137365,124801,139938,109579,102079,64425,35623,58454,39619,44293,37600,0
50000,1,2,2,38,2,-1,-1,0,1,0,18418,16729,12072,14458,9320,9766,4380,4566,7486,5296,4678,3520,1
200000,2,2,1,25,0,-1,-1,-1,-1,0,21184,19741,20210,20085,22329,21047,9364,4716,11367,3493,8569,6382,0
150000,1,2,1,58,-1,-1,-1,0,-1,0,68294,80447,82881,71382,82258,83034,58129,39705,31061,52876,52567,47741,0
150000,1,2,2,37,0,6,4,0,2,4,50939,53783,48012,50453,48743,55895,35377,8318,20293,21062,36852,14816,1
300000,2,1,1,60,3,2,3,3,5,3,205491,242046,327611,360000,360000,360000,33268,78998,182613,60792,192119,95112,1
80000,1,1,2,47,2,1,2,0,1,4,16970,16978,13717,13056,12754,10254,4225,1769,5241,1608,9550,7278,0
80000,1,2,2,60,2,4,0,0,2,2,32398,35357,33799,31669,39630,43264,24302,26307,5650,12375,23588,10245,1
30000,2,1,2,45,-1,0,-1,-1,-1,-1,13000,11699,14030,13825,13985,14214,8013,5884,3164,9578,12147,1460,0
50000,2,3,2,37,-1,0,2,-1,0,-1,8272,10241,11720,11542,11874,8315,3533,5244,5626,6067,2882,5583,0
300000,1,1,1,59,-1,-1,-1,-1,-1,-1,84524,102548,106666,100940,84722,89101,63266,11297,28518,19874,14521,53818,0
80000,2,1,2,65,0,0,4,5,4,1,45423,49517,42224,32930,32422,31342,22132,13309,21562,17508,16142,22947,0
50000,1,2,2,57,1,1,-1,2,2,0,17688,12918,12033,11065,13271,15553,5827,2144,8669,1692,1834,7965,0
30000,2,1,1,39,-1,-1,-1,4,1,0,9743,9781,8958,7762,4151,3561,2605,7061,6108,894,1207,1178,0
80000,2,2,2,52,5,2,4,2,3,3,20127,22365,17206,16310,18661,22395,8082,5741,5455,7142,6246,8196,1
150000,1,2,1,68,1,1,0,1,3,0,29824,34835,44131,44307,37703,43579,22146,10061,27825,23871,19380,11509,0
50000,2,2,1,65,1,1,1,6,0,0,10357,10258,11826,10324,10744,10689,6559,1227,8986,3620,3072,2150,0
200000,1,2,1,25,2,4,2,3,3,5,36886,35990,30853,28242,25504,26149,14068,13330,17803,9448,15323,12097,0
100000,2,3,2,68,0,-1,3,-1,-1,-1,27206,29616,28151,29836,36451,44315,9118,25009,24249,11858,6849,19932,0
200000,1,1,1,48,0,0,-1,0,-1,-1,88302,94931,98477,122975,98841,98429,20821,30433,45921,13671,65868,69806,0
50000,2,2,2,23,-1,0,1,-1,-1,-1,23555,24825,25672,29661,24405,25943,7470,3217,2804,11362,18728,3473,0
150000,1,3,2,36,-1,-1,-1,-1,-1,-1,52010,44460,48261,46236,49219,48137,34542,5337,33868,36278,37871,40706,0
30000,2,2,2,67,6,1,4,7,3,4,4403,4955,3564,2611,2589,2179,2808,2146,301,1586,1339,813,1
50000,2,4,1,67,0,1,-1,-1,-1,-1,29959,39326,38554,36758,41265,29597,25710,34978,31356,22181,21385,21061,0
150000,1,2,1,38,-1,1,-1,0,-1,-1,31869,35523,42812,38471,38815,37837,11943,23674,23655,23794,20861,8925,0
150000,2,2,2,54,-1,1,0,0,2,4,59483,63195,71044,79405,65749,62863,47841,23043,40592,67223,15699,33462,1
30000,2,2,2,58,0,0,1,-1,2,1,14388,12953,11333,8699,5364,5194,9863,9286,7134,2951,3065,2182,0
300000,2,3,1,21,-1,2,-1,-1,0,0,87821,99546,94520,76748,72433,70991,34947,21957,66483,10513,33768,57294,0
20000,1,3,2,53,-1,-1,-1,-1,0,-1,6940,7313,9879,6173,5461,4922,4114,4159,4002,4115,2797,3214,0
100000,2,1,2,27,-1,-1,-1,-1,-1,-1,13057,14509,13047,14338,14891,14941,8177,8478,7251,6892,4998,6930,0
1000000,2,2,1,38,1,4,0,1,-1,0,133600,106984,104744,100778,95098,85646,37501,69430,82278,19284,13654,56376,0
100000,2,1,1,54,4,4,4,2,4,4,37246,43139,41899,44764,47527,44239,8225,21955,14406,25899,13376,21396,0
200000,2,1,1,61,4,1,2,5,1,2,122165,117953,120069,111205,78064,78680,28170,11689,24141,27387,50596,23167,1
100000,2,2,2,65,3,4,3,1,2,3,32633,39549,51008,42734,45179,54033,16443,5282,31819,11194,32044,8307,1
200000,1,2,1,25,1,-1,2,1,1,1,69382,81408,98621,101586,88664,91048,8919,50186,55988,54926,14003,35443,0
150000,1,1,1,42,1,-1,0,-1,0,0,10174,8621,9953,8430,6216,6883,7839,5304,3927,5883,4213,5025,0
150000,2,3,2,32,-1,0,-1,0,-1,-1,49225,53933,54914,60740,67027,62572,39039,20768,13652,17400,18281,36365,0
30000,2,1,1,60,0,0,1,0,1,1,17238,16943,18518,25408,20971,22855,5653,7432,4111,18727,14907,7606,1
150000,2,1,2,59,4,0,1,3,2,3,21961,22810,16822,13479,13420,15364,5401,8089,12124,2422,2299,7231,1
50000,2,2,1,30,3,1,1,0,3,1,21023,22865,22559,25047,24615,31650,16028,15765,15766,20013,4502,14926,0
1000000,1,2,2,46,2,0,-1,0,2,0,133420,132232,126445,110245,115573,128200,89001,45434,29254,15006,51001,15091,1
30000,1,1,1,53,0,0,0,0,0,0,14765,16661,20590,17618,12556,12531,2868,12166,6421,4176,2549,5013,0
50000,2,3,2,25,0,2,3,1,0,1,6713,7334,7395,6456,5792,6460,2674,2999,3092,3387,3425,2235,0
300000,1,1,2,41,0,1,1,-1,0,-1,113933,131980,130135,145442,139138,153111,59738,98379,16379,106398,90363,24534,0
50000,1,2,2,52,0,-1,-1,-1,-1,-1,16272,16423,17628,17719,14414,19004,13059,9732,5028,14021,6579,15992,0
50000,1,3,1,51,-1,0,-1,-1,-1,1,6508,6805,7013,5777,5344,6129,4712,3657,1578,3280,1219,3672,0
150000,2,2,2,40,-1,-1,-1,-1,-1,-1,36032,34726,34106,44520,40944,44459,23422,18995,19626,6399,29573,16018,0
30000,1,2,2,61,2,1,0,1,0,-1,17138,12814,7173,8157,10236,10717,9471,2884,2953,3887,3644,6077,0
30000,2,1,2,24,-1,-1,-1,-1,-1,-1,11107,13938,16425,12679,7676,7865,8756,10584,1779,1739,824,3575,0
80000,2,1,1,41,0,-1,-1,-1,1,1,23165,18480,16574,12809,9359,9724,5428,4923,6890,4919,5597,8696,0
50000,1,2,1,23,0,1,0,1,0,2,6958,5326,5503,6122,6621,8265,3472,2985,2432,4104,1497,2389,0
50000,2,3,1,47,-1,-1,-1,-1,-1,-1,15853,18637,19059,21378,18745,19936,7356,14928,4356,18925,3853,9312,0
10000,2,1,2,26,1,1,0,0,0,-1,4569,5151,6364,7645,5735,5705,2420,4207,665,5992,2406,3534,0
50000,2,3,1,34,-1,-1,-1,0,-1,0,19801,20459,14150,10629,11158,12332,5652,18200,3183,5113,3301,3749,0
50000,2,2,2,38,0,2,-1,0,-1,0,5598,5760,5962,7058,8208,7857,760,4336,2522,3459,6219,3989,0
10000,1,3,2,35,0,0,-1,1,-1,-1,1709,1470,1794,1892,1599,2246,1043,863,1433,706,1387,1078,0
100000,1,1,1,49,0,0,-1,-1,-1,-1,46200,55233,59227,61092,65679,67905,34854,12895,27096,11430,57804,31432,0
100000,2,1,2,21,-1,3,0,2,2,1,28236,29826,35034,29341,33684,29114,9290,17770,5081,9547,17267,16902,0
20000,2,2,1,55,3,1,0,1,4,-1,4047,3907,3656,3549,3681,4214,1852,2164,2627,1078,849,1287,0
